name,"Country of Origin","Unit of Quantity",Product description,product_code
"POWERFIX�, screw, 7x25mm",CH,pc,"POWERFIX�, PEEK interference screw, clockwise, diameter 7 mm, length 25 mm, sterile, single use",2870725PR
"Mega Fix� T, screw, 7 x 25 mm",DE,pc,"Mega Fix� T, titanium interference screw diameter 7 mm, length 25 mm, for Cruciate Ligament Reconstruction with Bone-Tendon-Bone Transplant, sterile",2870725T
"Mega Fix� B, screw, 7 x 28 mm",DE,pc,"Mega Fix� B, bioresorbable interference screw diameter 7 mm, length 28 mm, sterile",2870728B
"Mega Fix� C, screw, 7 x 28 mm",DE,pc,"Mega Fix� C, bioresorbable composite interference screw, diameter 7 mm, length 28 mm, sterile",2870728C
"Mega Fix� T, screw, 7 x 28 mm",DE,pc,"Mega Fix� T, titanium interference screw diameter 7 mm, length 28 mm, for Cruciate Ligament Reconstruction with Semitendinosus Transplant, sterile",2870728T
"Mega Fix� B, screw, 8 x 19 mm",DE,pc,"Mega Fix� B, bioresorbable interference screw diameter 8 mm, length 19 mm, sterile",2870819B
"Mega Fix� C, screw, 8 x 19 mm",DE,pc,"Mega Fix� C, bioresorbable composite interference screw, diameter 8 mm, length 19 mm, sterile",2870819C
"Mega Fix� T, screw, 8 x 20 mm",DE,pc,"Mega Fix� T, titanium interference screw diameter 8 mm, length 20 mm, for Cruciate Ligament Reconstruction with Bone-Tendon-Bone Transplant, sterile",2870820T
"Mega Fix� B, screw, 8 x 23 mm",DE,pc,"Mega Fix� B, bioresorbable interference screw diameter 8 mm, length 23 mm, sterile",2870823B
"Mega Fix� C, screw, 8 x 23 mm",DE,pc,"Mega Fix� C, bioresorbable composite interference screw, diameter 8 mm, length 23 mm, sterile",2870823C
"Mega Fix� CP, screw, 8 x 23 mm",DE,pc,"Mega Fix� CP, bioresorbable composite interference screw, perforated, diameter 8 mm, length 23 mm, sterile",2870823CP
"Mega Fix� P, screw, 8 x 23 mm",DE,pc,"Mega Fix� P, bioresorbable interference screw, perforated diameter 8 mm, length 23 mm, sterile",2870823P
"Mega Fix� T, screw, 8 x 23 mm",DE,pc,"Mega Fix� T, titanium interference screw diameter 8 mm, length 23 mm, for Cruciate Ligament Reconstruction with Semitendinosus Transplant, sterile",2870823T
"POWERFIX�, screw,8x25mm,reverse thread",CH,pc,"POWERFIX�, PEEK interference screw, reverse thread, diameter 8 mm, length 25 mm, sterile, single use",2870825PL
"POWERFIX�, screw, 8x25 mm",CH,pc,"POWERFIX�, PEEK Interference Screw, clockwise, diameter 8 mm, length 25 mm, sterile, for single use",2870825PR
"Mega Fix� T, screw, 8 x 25 mm",DE,pc,"Mega Fix� T, titanium interference screw diameter 8 mm, length 25 mm, for Cruciate Ligament Reconstruction with Bone-Tendon-Bone Transplant, sterile",2870825T
"Mega Fix� B, screw, 8 x 28 mm",DE,pc,"Mega Fix� B, bioresorbable interference screw diameter 8 mm, length 28 mm, sterile",2870828B
"Mega Fix� C, screw, 8 x 28 mm",DE,pc,"Mega Fix� C, bioresorbable composite interference screw, diameter 8 mm, length 28 mm, sterile",2870828C
"Mega Fix� CP, screw, 8 x 28 mm",DE,pc,"Mega Fix� CP, bioresorbable composite interference screw, perforated, diameter 8 mm, length 28 mm, sterile",2870828CP
"Mega Fix� P, screw, 8 x 28 mm",DE,pc,"Mega Fix� P, bioresorbable interference screw, perforated diameter 8 mm, length 28 mm, sterile",2870828P
"Mega Fix� T, screw, 8 x 28 mm",DE,pc,"Mega Fix� T, titanium interference screw diameter 8 mm, length 28 mm, for Cruciate Ligament Reconstruction with Semitendinosus Transplant, sterile",2870828T
"POWERFIX�, screw, 8x30 mm",CH,pc,"POWERFIX�, PEEK interference screw, clockwise, diameter 8 mm, length 30 mm, sterile, for single use",2870830PR
"POWERFIX�, screw, 8x35 mm",CH,pc,"POWERFIX�, PEEK Interference Screw, clockwise, diameter 8 mm, length 35 mm, sterile, for single use",2870835PR
"Shim Gauge, size 8",DE,pc,"Shim Gauge, oval, size 8, in the form of MEGASHIM 8x20 2870820 MSP, marking at largest cross section, with strike plate, working length 15 cm, for use with MEGASHIM 8x20 2870820 MSP",28708S
"Mega Fix� T, screw, 9 x 20 mm",DE,pc,"Mega Fix� T, titanium interference screw diameter 9 mm, length 20 mm, for Cruciate Ligament Reconstruction with Bone-Tendon-Bone Transplant, sterile",2870920T
"Mega Fix� B, screw, 9 x 23 mm",DE,pc,"Mega Fix� B, bioresorbable interference screw diameter 9 mm, length 23 mm, sterile",2870923B
"Mega Fix� C, screw, 9 x 23 mm",DE,pc,"Mega Fix� C, bioresorbable composite interference screw, diameter 9 mm, length 23 mm, sterile",2870923C
"Mega Fix� CP, screw, 9 x 23 mm",DE,pc,"Mega Fix� CP, bioresorbable composite interference screw, perforated, diameter 9 mm, length 23 mm, sterile",2870923CP
"Mega Fix� P, screw, 9 x 23 mm",DE,pc,"Mega Fix� P, bioresorbable interference screw, perforated diameter 9 mm, length 23 mm, sterile",2870923P
"Mega Fix� T, screw, 9 x 23 mm",DE,pc,"Mega Fix� T, titanium interference screw diameter 9 mm, length 23 mm, for Cruciate Ligament Reconstruction with Semitendinosus Transplant, sterile",2870923T
"Mega Fix� T, screw, 9 x 25 mm",DE,pc,"Mega Fix� T, titanium interference screw diameter 9 mm, length 25 mm, for Cruciate Ligament Reconstruction with Bone-Tendon-Bone Transplant, sterile",2870925T
"Mega Fix� B, screw, 9 x 28 mm",DE,pc,"Mega Fix� B, bioresorbable interference screw diameter 9 mm, length 28 mm, sterile",2870928B
"Mega Fix� C, screw, 9 x 28 mm",DE,pc,"Mega Fix� C, bioresorbable composite interference screw, diameter 9 mm, length 28 mm, sterile",2870928C
"Mega Fix� CP, screw, 9 x 28 mm",DE,pc,"Mega Fix� CP, bioresorbable composite interference screw, perforated, diameter 9 mm, length 28 mm, sterile",2870928CP
"Mega Fix� P, screw, 9 x 28 mm",DE,pc,"Mega Fix� P, bioresorbable interference screw, perforated diameter 9 mm, length 28 mm, sterile",2870928P
"Mega Fix� T, screw, 9 x 28 mm",DE,pc,"Mega Fix� T, titanium interference screw diameter 9 mm, length 28 mm, for Cruciate Ligament Reconstruction with Semitendinosus Transplant, sterile",2870928T
"POWERFIX�, screw, 9x30mm",CH,pc,"POWERFIX�, PEEK interference screw cllockwise, diameter 9 mm, length 30 mm, sterile, single use",2870930PR
"Mega Fix� CP, screw, 9 x 35 mm",DE,pc,"Mega Fix� CP, bioresorbable composite interference screw, perforated, diameter 9 mm, length 35 mm, sterile",2870935CP
"Mega Fix� P, screw, 9 x 35 mm",DE,pc,"Mega Fix� P, bioresorbable interference screw, perforated diameter 9 mm, length 35 mm, sterile",2870935P
"POWERFIX�, screw, 9x35mm",CH,pc,"POWERFIX�, PEEK Interference Screw, clockwise, diameter 9 mm, length 35 mm, sterile, for single use",2870935PR
"Mega Fix� T, screw, 10 x 23 mm",DE,pc,"Mega Fix� T, titanium interference screw diameter 10 mm, length 23 mm, for Cruciate Ligament Reconstruction with Semitendinosus Transplant, sterile",2871023T
"Mega Fix� CP, screw, 10 x 28 mm",DE,pc,"Mega Fix� CP, bioresorbable composite interference screw, perforated, diameter 10 mm, length 28 mm, sterile",2871028CP
"Mega Fix� P, screw, 10 x 28 mm",DE,pc,"Mega Fix� P, bioresorbable interference screw, perforated diameter 10 mm, length 28 mm, sterile",2871028P
"Mega Fix� T, screw, 10 x 28 mm",DE,pc,"Mega Fix� T, titanium interference screw diameter 10 mm, length 28 mm, for Cruciate Ligament Reconstruction with Semitendinosus Transplant, sterile",2871028T
"Mega Fix� CP, screw, 10 x 35 mm",DE,pc,"Mega Fix� CP, bioresorbable composite interference screw, perforated, diameter 10 mm, length 35 mm, sterile",2871035CP
"Mega Fix� P, screw, 10 x 35 mm",DE,pc,"Mega Fix� P, bioresorbable interference screw, perforated diameter 10 mm, length 35 mm, sterile",2871035P
"Mega Fix� CP, screw, 11 x 35 mm",DE,pc,"Mega Fix� CP, bioresorbable composite interference screw, perforated, diameter 11 mm, length 35 mm, sterile",2871135CP
"Mega Fix� P, screw, 11 x 35 mm",DE,pc,"Mega Fix� P, bioresorbable interference screw, perforated diameter 11 mm, length 35 mm, sterile",2871135P
DrillCut-X� II Spine Handpiece,CH,pc,"DrillCut-X� II Spine Handpiece, for use with UNIDRIVE� S III NEURO",28712050
"HOPKINS� Telescope 30�, 2.7 mm, 18 cm",CH,pc,"HOPKINS� Forward-Oblique Telescope 30�, diameter 2.7 mm, length 18 cm, autoclavable, fiber optic light transmission incorporated, color code: red",28719BA
Jacobs Chuck,US,pc,Jacobs Chuck up to diameter 4.0 mm,28721031
Key for Jacobs Chuck,US,pc,"Key for Jacobs Chuck small, 28721031",28721031BS
Pin Driver,US,pc,Pin Driver for drilling wires diameter 1.5 - 3 mm,28721033
Pin Driver,US,pc,"Pin Driver, for Synthes attachments",28721034
Multifunction Handpiece,US,pc,"Multifunction Handpiece, for use with UNIDRIVE� S III ARTHRO SCB",28721036
Jacobs Chuck,US,pc,Jacobs Chuck up to diameter 6.5 mm,28721037
Key for Jacobs Chuck,US,pc,"Key for Jacobs Chuck big, 28721037",28721037BS
"Jacobs Chuck, keyless",US,pc,"Jacobs Chuck keyless, up to diameter 7.4 cm for use with Multifunction Handpiece 28721036",28721038
Sagittal Saw Attachment,US,pc,"Sagittal Saw Attachment, keyless, with tilt lever, for use with Multifunction Handpiece 28721036 and Saw Blades 28207 SLA - SLH",28721039
Connecting Cable,DE,pc,"Connecting Cable, for FMS pump",28721071
"UNIDRIVE� S III ARTHRO SCB, Set",CH,pc,"UNIDRIVE� S III ARTHRO SCB, with color display, touch screen operation, two motor outputs, with integrated SCB module, power supply 100 - 120/230 - 240 VAC, 50/60 Hz consisting of: 28723020-1 UNIDRIVE� S III ARTHRO SCB 20090170 SCB Connecting Cable, length 100 cm 400 A Mains Cord 96156018D Instruction Manual System requirements: SCB control NEO System with installed SCB control NEO Software Release 20090001-44 or higher",28723001-1
"Rasp, wide, curved, fine",DE,pc,"Rasp, wide, curved, fine, working length 13 cm",28728BFG
Gauge,DE,pc,"Gauge, for MPFL reconstruction, for use with Drill 28728 BLB",28728BL
Drill,DE,pc,"Drill for preparation of the tunnel for MPFL reconstruction, with penetration stop, diameter 4.5 mm for use with Drill 28728 BL",28728BLB
"Chisel, cutting width 4mm",DE,pc,"Chisel cutting width 4 mm, working length 13 cm",28728CB
"Microfracture Chisel, straight",DE,pc,"Microfracture Chisel straight, working length 12 cm",28728CC
"Microfracture Chisel, angled 30�",DE,pc,"Microfracture Chisel angled 30�, working length 12 cm",28728CD
"Microfracture Chisel, angled 70�",DE,pc,"Microfracture Chisel angled 70�, working length 12 cm",28728CE
"Microfracture Chisel, 30�, 9 cm",DE,pc,"Microfracture Chisel angled 30�, working length 9 cm",28728CG
"Microfracture Chisel, 70�, 9 cm",DE,pc,"Microfracture Chisel angled 70�, working length 9 cm",28728CH
"Irrigation Cannula, 5 mm, 14.5 cm",DE,pc,"Irrigation Cannula, diameter 5 mm, length 14.5 cm",28728DB
"Irrigation Cannula, 6 mm, 14.5 cm",DE,pc,"Irrigation Cannula, diameter 6 mm, length 14.5 cm",28728DC
Handle,DE,pc,"Handle, for use with Mirror Attachments 28728 MA/MC and Suture Curette 28728 K",28728G
"Curette, large, 10�",DE,pc,"Curette oval, large, curved, 10� upwards, working length 13 cm",28728KA
"Curette, large, 30�",DE,pc,"Curette oval, large, curved, 30� upwards, working length 13 cm",28728KB
"Curette, medium, 10�",DE,pc,"Curette oval, medium, curved, 10� upwards, working length 13 cm",28728KC
"Curette, medium, 30�",DE,pc,"Curette oval, medium, curved, 30� upwards, working length 13 cm",28728KD
"Curette, small, 10�",DE,pc,"Curette oval, small, curved, 10� upwards, working length 13 cm",28728KE
"Curette, small, 30�",DE,pc,"Curette oval, small, curved, 30� upwards, working length 13 cm",28728KF
"Half Pipe�, long",DE,pc,"Half Pipe� without handle, long, working length 95 mm",28728LH
"Mirror Attachments, � 6.2 mm, 11 cm",DE,pc,"Mirror Attachment straight, diameter 6.2 mm, working length 11 cm for use with Handle 28728 G",28728MA
"Mirror Attachments, 40�, � 6.2 mm",DE,pc,"Mirror Attachment curved, 40� upwards, diameter 6.2 mm, working length 11 cm for use with Handle 28728 G",28728MC
"Half Pipe�, small",DE,pc,"Half Pipe�, without handle, small, working length 95 mm",28728MH
Meniscus Suture Set,DE,pc,"Meniscus Suture Set, consisting of: 28179 HG Handle 28179 HR Wheel Attachment 28728 NA Suture Attachment, straight 28728 NB Suture Attachment, angled 180� to the right 28728 NC Suture Attachment, angled 180� to the left 28728 ND Suture Attachment, angled 360� to the right 28728 NE Suture Attachment, angled 360� to the left 28729 NF Suture Attachment, angled 20� upwards 28728 NG Suture Attachment, angled 20� upwards 2x 28179 R1 Cleaning Adaptor 28179 R2 Cleaning Adaptor",28728N
"Suture Attachment, straight",DE,pc,"Suture Attachment straight, working length 13 cm for use with Handle 28179 HG",28728NA
"Suture Attachment, angled to the right",DE,pc,"Suture Attachment distal angled 180� to the right, straight, working length 13 cm for use with Handle 28179 HG",28728NB
"Suture Attachment, angled to the left",DE,pc,"Suture Attachment distal angled 180� to the left, straight, working length 13 cm for use with Handle 28179 HG",28728NC
"Suture Attachment, angled to the right",DE,pc,"Suture Attachment distal angled 360� to the right, straight, working length 13 cm for use with Handle 28179 HG",28728ND
"Suture Attachment, angled to the left",DE,pc,"Suture Attachment distal angled 360� to the left, straight, working length 13 cm for use with Handle 28179 HG",28728NE
"Suture Attachment, angled upwards",DE,pc,"Suture Attachment distal angled 20� upwards, straight, working length 13 cm for use with Handle 28179 HG",28728NF
"Suture Attachment, angled upwards",DE,pc,"Suture Attachment, distal angled 20� upwards, straight, working length 14 cm, for use with Handle 28179 HG",28728NG
Thread Grasping Forceps,DE,pc,"Thread Grasping Forceps, dismantling, jaw length 5.5 mm, straight jaws, straight sheath, working length 8 cm",28728NJ
Shoulder Suture Set,DE,pc,"Shoulder Suture Set, consisting of: 28179 HG Handle 28179 HR Wheel Attachment 28179 PA Suture Attachment, straight, height 5 mm 28179 PB Suture Attachment, straight, height 7 mm 28179 PC Suture Attachment, straight, height 8 mm 28179 PD Suture Attachment, straight, hook-shaped distal tip, height 8 mm 28179 PE Suture Attachment, hook-shaped distal tip, height 8.7 mm 28179 PF Suture Attachment, hook-shaped distal tip, height 10 mm 28179 PG Suture Attachment, angled 30� to the right 28179 PH Suture Attachment, angled 30� to the left 2x 28179 R1 Cleaning Adaptor 28179 R2 Cleaning Adaptor",28728P
"Rasp, narrow, straight, fine",DE,pc,"Rasp, narrow, straight, fine, working length 13 cm",28728RF
"Rasp, narrow, curved, fine",DE,pc,"Rasp, narrow, curved, fine, working length 13 cm",28728RFG
"Rasp, narrow, curved, coarse",DE,pc,"Rasp narrow, curved, coarse, working length 13 cm",28728RGG
"Half Pipe�, short",DE,pc,"Half Pipe� without handle, short, working length 85 mm",28728SH
Microfracture Chisel Attachment,DE,pc,"Microfracture Chisel Attachment, straight, working length 12.5 cm for use with Handle 28729 PQ",28728TH
Microfracture Chisel Attachment,DE,pc,"Microfracture Chisel Attachment, curved 30�, working length 12.5 cm for use with Handle 28729 PQ",28728TI
"Tendon Stripper, � 5.5 mm",DE,pc,"Tendon Stripper, graduated, diameter 5.5 mm, length 30 cm",28729A
"Tendon Stripper, � 7 mm",DE,pc,"Tendon Stripper graduated, diameter 7 mm, length 30 cm",28729AB
"Open Tendon Stripper, � 7.5mm",DE,pc,"Open Tendon Stripper graduated, diameter 7.5 mm, length 30 cm",28729AC
"Awl, PCL, 20 cm",DE,pc,"Awl for PCL reconstruction, working length 20 cm",28729AH
"Undercut Drill, � 4.5 mm",DE,pc,"Undercut Drill, cannulated, diameter 4.5 mm, for use with Drilling Wire 28729 D and Larding Wire 28729 E",28729BA
"Undercut Drill, � 5 mm",DE,pc,"Undercut Drill, cannulated, diameter 5 mm, for use with Drilling Wire 28729 D and Larding Wire 28729 E",28729BB
"Undercut Drill, � 6 mm",DE,pc,"Undercut Drill, cannulated, diameter 6 mm, for use with Drilling Wire 28729 D and Larding Wire 28729 E",28729BC
"Undercut Drill, � 7 mm",DE,pc,"Undercut Drill, cannulated, diameter 7 mm, for use with Drilling Wire 28729 D and Larding Wire 28729 E",28729BD
"Undercut Drill, � 8 mm",DE,pc,"Undercut Drill, cannulated, diameter 8 mm, for use with Drilling Wire 28729 D and Larding Wire 28729 E",28729BE
"POWERFIX Undercut Drill, � 8 mm",DE,pc,"POWERFIX� Undercut Drill, diameter 8 mm, cannulated, with additional laser marking, for use with Drilling Wire 28729 D-6 and Larding Wire 28729 E",28729BER
"Undercut Drill, � 9 mm",DE,pc,"Undercut Drill, cannulated, diameter 9 mm, for use with Drilling Wire 28729 D and Larding Wire 28729 E",28729BF
"POWERFIX Undercut Drill, � 9 mm",DE,pc,"POWERFIX� Undercut Drill, diameter 9 mm, cannulated, with additional laser marking, for use with Drilling Wire 28729 D-6 and Larding Wire 28729 E",28729BFR
